년-월-일,평균기온,강수량,풍속,상대습도,일사량
2086-08-07,30,8.3,1.5,65.9,17.19
2086-08-08,30.5,4.3,1.5,72.2,14.85
2086-08-09,30.8,2.8,2.4,76,10.08
2086-08-10,32.1,3.4,1.1,77.6,10.71
2086-08-11,33.3,6.4,1,73.6,16.56
2086-08-12,32.1,16.3,1.5,78.4,14.4
2086-08-13,33.3,4.7,2,76.1,15.57
2086-08-14,32.8,23.5,3,82.1,9.81
2086-08-15,33.4,20.9,3.5,81.9,8.82
2086-08-16,33.1,21.4,4,83.6,10.17
2086-08-17,33,12.4,3.9,83.9,8.82
2086-08-18,32.6,72.9,5.1,86.9,6.3
2086-08-19,32.5,10.8,3.4,85,7.83
2086-08-20,32.4,28.2,1.4,84.5,8.82
2086-08-21,32.5,8.9,1.8,85.2,8.46
2086-08-22,33.4,0.5,1.1,74.6,19.17
2086-08-23,33.7,0.4,0.9,77,14.31
2086-08-24,33.1,0.5,1.3,73.2,11.43
2086-08-25,33.7,1.9,0.6,75,14.58
2086-08-26,33.6,13.1,0.6,81.2,11.61
2086-08-27,33.5,35.8,0.8,87.5,6.66
2086-08-28,33.1,35.5,1,86.8,5.94
2086-08-29,32,18,1.7,85.8,7.83
2086-08-30,30.8,1.1,1.3,80.5,11.43
2086-08-31,30.6,6.2,1.3,78.5,12.06
2086-09-01,30.4,13.3,1.7,75.5,15.3
2086-09-02,30,0.5,2.3,67.9,18.36
2086-09-03,28.6,0.3,2.7,71,11.88
2086-09-04,28.3,11.7,2.8,70.2,14.85
2086-09-05,27,5.2,2.8,71.4,8.55
2086-09-06,27,0.1,2.7,71,8.91
2086-09-07,28,0,2.5,70.9,16.38
2086-09-08,27.6,0,2.3,69.8,16.83
2086-09-09,27.4,0.1,1.4,74.1,15.21
2086-09-10,28.1,1.1,1.3,75.7,11.43
2086-09-11,28.4,0.4,1.1,75.1,13.86
2086-09-12,28.9,0.4,1.3,71.5,12.42
2086-09-13,28.3,0.3,1.6,74.6,13.95
2086-09-14,27.7,0.5,2.4,75.9,12.06
2086-09-15,28.2,0,3,71.9,15.93
2086-09-16,28.6,0,3.8,68.6,17.19
2086-09-17,29.1,39.5,3.8,76.4,10.26
2086-09-18,28,50.3,2.7,82.1,9.36
2086-09-19,27,0.4,3.3,70.2,13.14
2086-09-20,25.1,0,2.6,67.3,14.85
2086-09-21,24.3,0,1.2,71.7,13.77
2086-09-22,26,0,0.4,67.6,14.04
2086-09-23,25.4,0,2.1,52.3,11.7
2086-09-24,24,0,1.1,54.6,12.33
2086-09-25,26.9,0,0.6,60.1,13.05
2086-09-26,27.2,0,0.8,71.9,8.37
2086-09-27,28.2,0,1.2,65.6,10.98
2086-09-28,25.6,0,1.9,65.3,10.98
2086-09-29,25.4,3.4,0.9,70.3,11.43
2086-09-30,24,5.6,0.7,75.1,5.04
2086-10-01,22.5,0.3,1.9,77.8,4.59
2086-10-02,22.2,2.6,1.5,76.3,5.22
2086-10-03,20.8,5.6,1,72.6,9.9
2086-10-04,21.1,0.1,0.4,67.5,13.14
2086-10-05,21.8,0.3,0.9,63.7,11.34
2086-10-06,22.2,0.2,0.7,65.4,14.04
2086-10-07,22.9,2.1,0.4,69.7,11.34
2086-10-08,22.2,2.3,1,71.1,11.79
2086-10-09,21,1.3,0.9,67.9,12.6
2086-10-10,22.1,0,1,71.9,10.62
2086-10-11,21.9,0,1,70.7,10.53
2086-10-12,20.5,0,0.9,66.7,12.51
2086-10-13,19.9,0,0.7,67.4,13.95
2086-10-14,20.1,0.1,0.8,67.2,13.14
2086-10-15,20.2,0.3,1.3,65.9,12.42
2086-10-16,20.2,0,1.7,64.7,11.61
2086-10-17,19.2,0,0.8,61.7,11.79
2086-10-18,20.5,0,0.1,64.6,9.18
2086-10-19,22.8,0.4,0.2,70.3,10.71
2086-10-20,22.7,4.1,0.4,81.9,9.27
2086-10-21,21,0.1,0.7,79.2,8.55
2086-10-22,20.7,1.2,1.5,68,9.9
2086-10-23,17.3,0,0.8,63.7,9.09
2086-10-24,19.7,0,0.3,62.8,11.34
2086-10-25,22.2,0,0.1,69.9,8.55
2086-10-26,21.2,3.7,1,73.3,4.05
2086-10-27,14.6,0.4,1.5,49.5,12.51
2086-10-28,16.6,0.5,0.6,52.4,9.81
2086-10-29,20.6,4.2,2.4,76.5,8.46
2086-10-30,17.9,0.5,0.8,61.2,11.61
2086-10-31,18.9,0.7,0.4,66.3,8.64
2086-11-01,18.9,3.9,0.8,68,8.37
2086-11-02,19.2,8.1,2,70.2,6.3
2086-11-03,16.8,4.6,1.2,73.7,6.66
2086-11-04,16.4,0,0.5,59.8,11.43
2086-11-05,17.7,0.2,0.1,67.7,11.61
2086-11-06,19.9,2.8,0.7,75.1,7.29
2086-11-07,13.8,1.4,2.6,65.7,3.96
2086-11-08,14.2,7.7,1.4,65.9,7.2
2086-11-09,12.2,0.5,1.7,53.8,8.19
2086-11-10,8.3,0.2,2.4,55.5,3.24
2086-11-11,5.9,0,2.9,52.1,9.99
2086-11-12,6.6,0,1.1,47.2,9.54
2086-11-13,9.4,0,0.1,59.5,6.57
2086-11-14,12,0,0.1,59.4,9.81
2086-11-15,15.9,0.3,0.5,76.4,9.09
2086-11-16,16,1.3,0.1,84.8,3.51
2086-11-17,14.2,0.5,0.3,80.2,4.23
2086-11-18,10.8,0,0.3,69,7.56
2086-11-19,12.2,8.9,0.5,67.6,5.67
2086-11-20,14.7,1.5,0.7,70.8,7.47
2086-11-21,19.2,23.5,3.1,77.9,3.24
2086-11-22,19.6,0.9,0.3,83.3,6.12
2086-11-23,19.2,13.6,1.3,89.7,2.07
2086-11-24,13.1,5.7,2.4,82.8,0.63
2086-11-25,11.6,0.1,0.7,77.3,4.59
2086-11-26,11.3,0,1,69.1,5.49
2086-11-27,6.9,0,1.6,58.4,7.56
2086-11-28,8.1,0,0.3,58.5,5.85
2086-11-29,7.8,0,1.2,63.8,5.04
2086-11-30,5.2,0,2.1,55.9,8.19
2086-12-01,1.8,0,2.4,57.4,8.01
2086-12-02,2.1,0,2.2,54.9,8.1
2086-12-03,2.3,0,2,58.5,5.4
2086-12-04,1.4,0,2,53.3,10.26
2086-12-05,1.2,0,0.8,46.7,9.18
2086-12-06,4.2,0.7,0.7,67.9,5.22
2086-12-07,7.5,0,0.9,77.3,5.13
2086-12-08,8.9,0,1,79.2,7.56
2086-12-09,9.8,0,0.6,79,5.85
2086-12-10,9.5,0,1,73.9,1.71
2086-12-11,9.1,0,1.1,70.6,4.5
2086-12-12,3.5,0,3.8,50.5,8.28
2086-12-13,-0.8,0,2.3,45.2,8.82
2086-12-14,0.2,0.1,0.9,56.6,6.12
2086-12-15,1,0,1,49.5,7.38
2086-12-16,0.4,0,0.2,55.3,5.94
2086-12-17,3.4,1.1,0.4,63.1,6.21
2086-12-18,1.7,0,1.7,59.2,5.85
2086-12-19,2.8,0,0.9,64.1,8.28
2086-12-20,3.4,0,0.3,59.2,8.01
2086-12-21,5.5,0,0.1,64.8,6.03
2086-12-22,8,0,0.6,79.5,3.24
2086-12-23,8.3,1,1.7,79.4,1.98
2086-12-24,2.3,0,2.3,55.3,6.03
2086-12-25,0.8,0,1.9,46.4,7.47
2086-12-26,0.6,0.6,1.1,50.2,6.12
2086-12-27,-2.2,0.1,2.3,50.2,6.57
2086-12-28,-2.5,0,2.2,54.2,7.11
2086-12-29,0.3,0.9,0.5,65.6,6.66
2086-12-30,-0.7,0.1,3.7,59.1,4.77
2086-12-31,-2.8,0,2.8,55,7.2
2087-01-01,-0.8,0,1.7,57.4,7.92
2087-01-02,0.6,0,1.6,58.3,8.91
2087-01-03,-0.5,0,1.7,55.2,9.54
2087-01-04,0.1,0,0.6,54,8.82
2087-01-05,0.9,0,0.8,58.5,8.37
2087-01-06,0.3,0,1.6,56.3,9
2087-01-07,1.7,0,0.5,61.8,8.1
2087-01-08,7.5,0,0.8,73.3,6.57
2087-01-09,8.9,0,0.8,77,6.66
2087-01-10,10.7,1.5,0.9,74.8,4.32
2087-01-11,5.5,0,2.8,52.5,4.77
2087-01-12,0.6,0.1,2.8,44.2,7.74
2087-01-13,-0.8,0.2,2.5,53.4,7.38
2087-01-14,-0.4,0,2.6,51.5,7.02
2087-01-15,-0.6,0,2.3,52.4,8.46
2087-01-16,0.9,0,1.1,59.8,6.75
2087-01-17,0.2,0,2,61.2,7.11
2087-01-18,1.6,0,0.4,65.4,8.1
2087-01-19,1.5,0,1,42.3,8.64
2087-01-20,2.1,0,0.3,48.1,8.64
2087-01-21,2.9,0.1,0.2,58.8,5.22
2087-01-22,1,0,1.7,48.7,7.56
2087-01-23,1,0,0.1,51,9.99
2087-01-24,4.6,1.6,0.3,68.6,5.13
2087-01-25,4.7,0,0.5,63.6,7.38
2087-01-26,3.6,5.8,1.7,64.6,4.32
2087-01-27,-0.9,2.3,3.7,60.8,8.73
2087-01-28,-0.6,0,1.1,49.2,8.73
2087-01-29,2.5,0,0.4,54.8,7.02
2087-01-30,3.8,0,0.1,45.9,6.66
2087-01-31,4.9,0,0.2,52.7,8.01
2087-02-01,6.1,0.4,0.5,62,8.73
2087-02-02,6.1,0,0.4,68.1,7.65
2087-02-03,5.6,0,0.5,58.7,9.36
2087-02-04,7.9,0,0.1,56.5,10.98
2087-02-05,9.7,0.8,0.3,58.1,6.03
2087-02-06,7.9,1.3,1.8,62.9,6.66
2087-02-07,3.8,0,2,48.2,11.52
2087-02-08,4.1,0,0.6,53.8,9.36
2087-02-09,6.3,0,1.7,57.7,8.1
2087-02-10,4.9,1.4,2.9,59.1,6.93
2087-02-11,0.7,0,2.7,44.3,10.89
2087-02-12,0.9,0,1.5,47.8,9.81
2087-02-13,4.7,0.8,0.8,61,6.57
2087-02-14,6.4,0,1.3,63.8,7.11
2087-02-15,8.4,0,0.7,59.9,7.65
2087-02-16,10.9,0,0.9,66.5,3.69
2087-02-17,8.8,0.2,2.5,48,8.28
2087-02-18,4.9,0.4,3.2,35,8.64
2087-02-19,2.2,0,2.2,40.3,9.36
2087-02-20,2.7,0,1.5,41.3,11.79
2087-02-21,5.1,0,0.3,48.8,11.61
2087-02-22,7.7,0,0.4,59.7,6.21
2087-02-23,7.5,0.4,1.2,62.6,9.72
2087-02-24,8.3,0,1,51.6,13.41
2087-02-25,10.6,0,0.1,53.1,10.8
2087-02-26,10.1,0,0.3,62.8,7.65
2087-02-27,9.6,2.2,1.3,53.4,10.17
2087-02-28,7,0,2.5,49.5,9.18
2087-03-01,8.4,0,2.2,52.7,10.89
2087-03-02,7.9,0,1.1,53.2,15.21
2087-03-03,10.3,0,0.7,58.3,13.41
2087-03-04,10.6,0,1,54.4,12.96
2087-03-05,10.8,0,0.4,53.6,11.79
2087-03-06,11.1,0,1.1,48.2,13.95
2087-03-07,11.4,3.5,1.6,51.3,11.16
2087-03-08,12.7,0.1,1.3,56.7,12.51
2087-03-09,13.3,0,1.7,58.8,11.97
2087-03-10,11.7,0,2.4,51.9,16.65
2087-03-11,10.9,0,1.8,49.4,15.66
2087-03-12,11.5,0,1.2,57.5,10.17
2087-03-13,12,0.1,1.2,59.3,12.87
2087-03-14,12.5,0,0.6,52.4,17.64
2087-03-15,14.3,0,0.2,53.4,12.96
2087-03-16,16.1,0,0.3,50,18.18
2087-03-17,18.4,0,1.1,51.4,14.4
2087-03-18,19.9,1.7,1.7,54.9,7.92
2087-03-19,17.8,13.1,3.1,80.4,1.35
2087-03-20,12.6,0.7,4.2,65.8,9.36
2087-03-21,11.8,0,2.4,47.1,15.93
2087-03-22,13.1,0.2,1.3,53.4,16.2
2087-03-23,12.4,1.2,1.1,63.3,10.53
2087-03-24,11.6,0.4,1.8,52.1,17.64
2087-03-25,12,0,2.2,41.6,14.67
2087-03-26,13.3,0,0.8,41.8,17.37
2087-03-27,15.4,0.2,1.2,55.8,14.85
2087-03-28,14.9,9.2,1.3,70.3,9.45
2087-03-29,14.8,5,1.3,70.6,6.39
2087-03-30,16.5,0,1.3,59.2,17.1
2087-03-31,17.6,0.1,0.8,57.4,13.77
2087-04-01,17.9,0.2,0.5,61.9,16.47
2087-04-02,16.6,1.2,2,73.9,15.3
2087-04-03,16.9,0,2.8,57.6,14.67
2087-04-04,16.1,0,3.2,42.9,16.56
2087-04-05,16.8,1.5,1.5,45.5,12.87
2087-04-06,16.2,4.9,2.9,73.6,1.62
2087-04-07,14.4,0,2.6,52.2,17.73
2087-04-08,14.2,0,1.7,42,18.36
2087-04-09,16.5,0,1.2,45.5,18.36
2087-04-10,19.6,2.4,1.8,52.4,19.26
2087-04-11,18.4,29.8,3.1,86.3,3.42
2087-04-12,14.1,0,5.7,53.5,17.46
2087-04-13,14.6,0,3,46.3,20.43
2087-04-14,13.9,0,3.6,41,9.72
2087-04-15,15.9,0,0.9,46.1,21.51
2087-04-16,20,0,1.3,48.7,12.96
2087-04-17,19.3,7.7,2.5,73.6,3.42
2087-04-18,20,18.7,1.7,77,5.13
2087-04-19,16.3,24.2,2.7,76.5,10.98
2087-04-20,16.3,0.8,2.3,57.4,19.62
2087-04-21,20.3,0,3.4,54.4,22.23
2087-04-22,21.4,0.1,3.7,62.1,11.97
2087-04-23,21.5,0.8,3.9,70.5,9.45
2087-04-24,21.9,0.8,2.1,71.4,11.07
2087-04-25,22.7,0.5,1.8,65.3,18
2087-04-26,22.3,0,1.9,65.6,17.46
2087-04-27,22.4,0,1.3,64.9,18.36
2087-04-28,23.9,0,1.1,56.9,19.53
2087-04-29,24.8,0,0.7,60,15.57
2087-04-30,25.5,12.2,3,71.8,12.33
2087-05-01,22.4,66.5,3.3,86.6,3.51
2087-05-02,18,0,3.3,63.2,12.96
2087-05-03,17.7,0,1.1,62.5,21.87
2087-05-04,20.3,0,0.3,54,27.99
2087-05-05,22.5,0,0.3,51.7,24.57
2087-05-06,22.6,1,0.4,61.8,12.15
2087-05-07,24.3,3,0.8,67.7,19.44
2087-05-08,23.4,3.6,1.1,69.1,11.7
2087-05-09,18.9,0.6,2.6,66.2,12.51
2087-05-10,18.9,0.6,1.4,60.5,19.89
2087-05-11,21.5,0,1.6,57,24.03
2087-05-12,21.3,4.7,3.2,65.8,12.51
2087-05-13,18.9,3.8,2.3,66.8,10.71
2087-05-14,21.9,0,0.6,44.4,22.77
2087-05-15,22.8,0.1,0.7,62.5,12.78
2087-05-16,22.4,0,1.2,59.8,24.39
2087-05-17,24,1.4,1.6,58,20.97
2087-05-18,22.3,13.9,3.5,76.4,11.52
2087-05-19,22.8,0.1,1.3,58.4,22.41
2087-05-20,24.1,6.1,0.2,60.9,16.11
2087-05-21,22.4,9.2,1.4,72,14.58
2087-05-22,22.5,0.7,1.2,68,12.33
2087-05-23,24.2,0,0.9,52.3,20.79
2087-05-24,24.6,0,1.1,58.3,25.83
2087-05-25,24.3,0,2.2,64.1,21.87
2087-05-26,24.7,0,2,57.1,23.85
2087-05-27,24.4,0.7,0.9,58.6,17.01
2087-05-28,25.5,0.2,1.4,65.9,20.79
2087-05-29,25.5,0,0.9,74.2,18.54
2087-05-30,25.5,0,1,70.1,21.69
2087-05-31,25.5,0,1.7,55.5,19.98
2087-06-01,24.7,0.2,2.2,59.8,16.2
2087-06-02,26.1,0,3.1,48.2,20.61
2087-06-03,27.4,0,1.8,48.3,20.97
2087-06-04,29.2,0,1.4,50.7,20.07
2087-06-05,29.2,0,1.4,56.1,19.71
2087-06-06,31,0,1.1,42.9,13.59
2087-06-07,27.2,31.7,3.2,69.7,6.75
2087-06-08,27.4,0,1.2,71.4,16.2
2087-06-09,30.1,0,1.2,60.3,22.95
2087-06-10,29.9,12.5,2.2,64.6,16.47
2087-06-11,27.7,7.5,2,66.5,12.87
2087-06-12,26.8,2,1.4,73.4,18.36
2087-06-13,27.4,0.8,2.5,77,16.2
2087-06-14,28.2,0.6,1.6,71.2,14.67
2087-06-15,27.1,16.2,1.4,72.4,9.9
2087-06-16,24.3,16.9,4.1,75.1,9.72
2087-06-17,26.2,2.2,2.5,71.7,15.3
2087-06-18,28.8,0.3,1.8,64.7,20.7
2087-06-19,30.7,0,1.6,65.7,18.72
2087-06-20,31.4,0.1,1.5,66.6,19.35
2087-06-21,30.5,0.2,1.3,67.5,17.64
2087-06-22,30.9,0.4,0.9,70.2,16.38
2087-06-23,32.3,0.1,0.8,63,23.67
2087-06-24,30.8,10.6,0.7,68.9,13.68
2087-06-25,29.9,0.5,1.2,67.1,18.63
2087-06-26,30.5,0.2,1.2,63.1,17.73
2087-06-27,30.3,0,2.2,64.2,17.37
2087-06-28,29.1,0,2.8,64.9,15.03
2087-06-29,28.4,1.8,2.5,68.3,18.27
2087-06-30,27.8,0.5,2,66.5,15.21
2087-07-01,29.3,0.3,1.2,66.4,14.4
2087-07-02,30.3,5.8,1.2,70.6,12.69
2087-07-03,30.3,1.2,0.7,73.6,9.63
2087-07-04,31.6,25.7,1.6,80.8,16.56
2087-07-05,30.9,11.6,1.6,82.2,14.31
2087-07-06,31.7,71.6,1.9,81.1,15.75
2087-07-07,31.1,10.9,1.7,81.4,14.04
2087-07-08,31.7,1.5,1.1,77,14.04
2087-07-09,32.1,3.7,0.9,77.7,15.84
2087-07-10,33.6,0.9,0.7,72.1,17.46
2087-07-11,33.7,0.3,0.7,73.8,20.79
2087-07-12,33.7,12.8,0.8,76.7,16.11
2087-07-13,34.3,2.3,1.4,73.9,16.83
2087-07-14,34.5,14,1.9,72.6,19.8
2087-07-15,33.3,10.7,0.8,79,12.78
2087-07-16,33,17,1,78.3,14.22
2087-07-17,33.7,0.6,1.6,70,19.53
2087-07-18,34.6,0.7,1.8,67.2,23.49
2087-07-19,34.2,2.7,1.6,69,23.85
2087-07-20,35.4,0.2,2.6,63.8,21.42
2087-07-21,35.3,0,2.8,64.7,18.63
2087-07-22,34.5,5.9,2,69.8,18.18
2087-07-23,33.4,16.2,2,73.6,13.77
2087-07-24,32.8,16.8,1.5,74.5,10.8
2087-07-25,33.3,5,1.1,71.8,14.58
2087-07-26,32.7,19.9,1.1,74.4,13.5
2087-07-27,33.4,17.4,0.4,76.1,13.95
2087-07-28,33.6,9.5,0.6,76,17.46
2087-07-29,34.3,5.4,0.7,76.5,17.73
2087-07-30,33.7,9.5,0.7,77.9,14.4
2087-07-31,34.2,8.6,0.6,79.9,11.97
2087-08-01,34.8,2.5,0.9,79.2,14.49
2087-08-02,35.5,6.3,0.9,77.9,14.13
2087-08-03,35.6,9.6,0.6,77.1,12.33
2087-08-04,34.8,17.2,0.9,77.9,12.33
2087-08-05,35.3,4.6,0.9,76.7,15.66
2087-08-06,34.6,20.5,0.7,78.3,12.06
2087-08-07,34.2,10.6,1.1,75.7,15.39
2087-08-08,34.7,4.7,1.2,72.8,14.94
2087-08-09,34.5,6.4,1.7,74.5,15.48
2087-08-10,34.2,6.4,1.4,76.6,14.04
2087-08-11,34.3,4.7,2.2,72.4,18.9
2087-08-12,33.7,6.2,1.8,73.1,16.83
2087-08-13,34.6,9.3,1.6,72.2,16.47
2087-08-14,34.6,4.9,1.4,72.1,12.6
2087-08-15,33.7,23.3,1.4,79.1,8.55
2087-08-16,33.6,4.5,1.6,75,14.67
2087-08-17,33.3,2.5,1.9,75.1,15.3
2087-08-18,33.1,0.4,2.2,73.4,15.21
2087-08-19,32.9,0.2,2.4,71.2,11.52
2087-08-20,32.7,13.3,2.2,71,11.25
2087-08-21,32.5,5.2,2,74.5,8.64
2087-08-22,32.1,0.3,1.4,74.1,15.84
2087-08-23,31.6,0.1,2,73.2,14.67
2087-08-24,31.3,5.4,1.8,75,10.89
2087-08-25,32.1,2.8,1.3,69.8,16.11
2087-08-26,32.1,0.2,0.8,68.5,15.48
2087-08-27,33.7,4.4,0.7,69.7,14.67
2087-08-28,34.6,0,1,67.1,14.4
2087-08-29,34.5,2.7,0.9,75.3,12.06
2087-08-30,34.2,2.3,0.8,73.7,13.14
2087-08-31,34,2.1,1,72.7,15.39
2087-09-01,34.3,1.7,1.2,70.7,18.27
2087-09-02,33.6,3.4,1.6,71.4,15.93
2087-09-03,32.2,11.8,0.9,75.9,8.37
2087-09-04,31.3,1.3,1.3,71.7,13.59
2087-09-05,30.5,11.2,2.4,70.6,9.54
2087-09-06,29,5.2,2.6,73.7,7.74
2087-09-07,28.9,7.9,3.1,74.5,10.98
2087-09-08,28.8,1,3.9,71.4,13.14
2087-09-09,27.5,0.3,3.1,71.5,16.65
2087-09-10,27.2,0,1.8,68.2,16.47
2087-09-11,26.6,0,1.5,67.4,14.94
2087-09-12,26.7,0,1.2,65.3,16.47
2087-09-13,28,0,0.5,60.4,22.5
2087-09-14,29.1,0,0.6,62.1,15.21
2087-09-15,28.8,0,1.2,65,13.32
2087-09-16,29.8,0.9,1,65.9,16.83
2087-09-17,29.8,4.8,0.9,75.6,12.96
2087-09-18,29.3,12.9,1.8,74.9,11.25
2087-09-19,27.5,16.4,2.4,73.7,11.52
2087-09-20,27.7,1.4,1.4,74.9,13.32
2087-09-21,27.6,5.2,0.5,76.1,11.34
2087-09-22,27.6,1.3,0.4,73.2,8.82
2087-09-23,28.4,8.1,0.7,71.8,9.27
2087-09-24,28.3,0.2,1,71.4,11.43
2087-09-25,29.3,0,0.8,66.8,13.32
2087-09-26,29,0,0.5,62.5,11.61
2087-09-27,28.4,0,1.6,62.2,11.16
2087-09-28,26.9,0.3,0.5,71.7,9.18
2087-09-29,27.4,0,0.2,68.3,13.41
2087-09-30,27.5,0,0.6,65.5,11.52
2087-10-01,27,0,0.6,64.7,8.28
2087-10-02,27.1,0,0.9,60.8,8.19
2087-10-03,26.5,0.2,0.4,61.2,10.53
2087-10-04,25.4,0,1.7,52.2,14.85
2087-10-05,24.5,0,1.5,58.5,11.07
2087-10-06,25.3,0,1.3,61,13.32
2087-10-07,25,0.2,0.5,67.7,9.27
2087-10-08,24.2,0,0.9,65.6,11.88
2087-10-09,23.3,1.1,0.6,61.9,12.69
2087-10-10,24.2,0,0.6,65.3,10.26
2087-10-11,24.8,0,1.2,60.5,10.71
2087-10-12,23.7,0,0.7,62.3,12.87
2087-10-13,23.2,0,0.3,67.2,12.78
2087-10-14,23.8,0,1.2,67,13.05
2087-10-15,21.4,1.6,2.9,62.9,11.88
2087-10-16,21.3,5.3,1.8,62.8,7.02
2087-10-17,19.6,10.4,1.1,77.4,5.49
2087-10-18,21.7,0,0.3,65.6,10.44
2087-10-19,24.4,0.2,0.3,69.1,12.51
2087-10-20,24.9,0.8,0.4,82.8,8.1
2087-10-21,23.9,4,0.8,77.2,5.67
2087-10-22,22.4,0.8,0.6,67.7,9.9
2087-10-23,23.4,0.9,0.5,71.8,8.19
2087-10-24,24.9,3.9,0.8,76.5,9.81
2087-10-25,23.4,10,0.9,81.7,7.47
2087-10-26,19.7,0,0.6,67.4,8.55
2087-10-27,19.8,0,0.1,56.6,13.86
2087-10-28,22.8,0,0.1,72.6,9.36
2087-10-29,22.6,0,0.2,76.9,10.71
2087-10-30,22.9,0,0.4,72.3,10.8
2087-10-31,23.9,0,1.5,73.5,6.93
2087-11-01,22.9,0,2,69.3,6.75
2087-11-02,20.9,0.2,1.7,66.4,3.42
2087-11-03,20.2,4.5,0.8,68.9,4.23
2087-11-04,20.5,1.8,0.4,76.3,5.94
2087-11-05,20.3,0,0.4,72.2,11.52
2087-11-06,22.8,9.2,1.7,83.1,7.29
2087-11-07,17.4,0,3,64.7,7.11
2087-11-08,15.6,0,1.7,68.9,7.83
2087-11-09,15.8,0,1.1,61.9,9.72
2087-11-10,17.4,0,1.3,64,8.01
2087-11-11,17.9,0,1.7,63.7,8.55
2087-11-12,17.5,0,0.9,63,7.2
2087-11-13,18.4,25,2.6,84.4,1.44
2087-11-14,9.9,0,2.3,49.4,8.82
2087-11-15,9,0,1.4,49,11.43
2087-11-16,10.9,0,0.3,59.4,8.1
2087-11-17,11.8,0,0.8,62.9,6.84
2087-11-18,10.4,0,0.4,64,8.55
2087-11-19,10,0,1.9,60.5,6.66
2087-11-20,7.7,0,1.1,48.2,9.99
2087-11-21,10.8,0,0.3,47.7,7.47
2087-11-22,13.4,1.8,0.4,58.8,3.6
2087-11-23,17.8,4.9,0.6,68.8,6.39
2087-11-24,14.7,5.8,3.5,83.5,0.18
2087-11-25,3.4,0,4,54.8,7.29
2087-11-26,6.1,0.1,0.5,64.4,7.38
2087-11-27,10.6,1.8,0.5,75.7,4.32
2087-11-28,13.2,0.6,0.5,77.8,2.16
2087-11-29,8.8,0,2.7,61,5.49
2087-11-30,5.6,0.4,0.5,49.2,9.09
2087-12-01,8.7,0,0.4,70.9,7.02
2087-12-02,12.8,1.1,1.7,71.2,4.68
2087-12-03,9.9,0.5,2.4,68.7,3.51
2087-12-04,6.3,0,1.6,56.5,9.9
2087-12-05,5.2,0.4,0.9,42.4,8.82
2087-12-06,5,6.4,2.5,65.6,3.33
2087-12-07,3.1,0,0.5,60.6,6.84
2087-12-08,4.7,0.1,0.1,59.4,8.73
2087-12-09,6.3,0,1.8,64.3,6.75
2087-12-10,1.4,0,3.5,50.7,5.94
2087-12-11,3.1,0.1,2.7,59.1,6.12
2087-12-12,1.8,0,1.8,53.8,9.09
2087-12-13,2.1,0,1.1,57,7.38
2087-12-14,2.1,0,0.5,51.6,7.38
2087-12-15,6.8,0,1.2,62.7,7.29
2087-12-16,5.7,0,0.5,64.4,6.57
2087-12-17,7,0,0.7,67,5.85
2087-12-18,8.7,0,0.5,75.7,4.68
2087-12-19,7.8,0.1,1.6,75.6,4.59
2087-12-20,4.1,0,0.6,57,8.19
2087-12-21,6.4,0,0.4,66.4,7.11
2087-12-22,10.7,0,1.6,77.5,4.23
2087-12-23,7.9,0,2.6,66.8,3.96
2087-12-24,1,0,3.6,48.6,5.85
2087-12-25,-1.8,0,2.5,40.5,8.64
2087-12-26,2,2.1,1.2,60.8,4.86
2087-12-27,4,0.4,1.3,61.9,4.68
2087-12-28,6,0,0.5,57.5,6.84
2087-12-29,11.9,2.5,0.5,87,2.88
2087-12-30,6.7,0.2,2.7,71.9,1.98
2087-12-31,2.3,0,2.9,59,5.94
2088-01-01,2.3,0,2.6,56.2,7.74
2088-01-02,2.6,0,0.9,62.9,9
2088-01-03,3.7,0,0.7,66.3,8.46
2088-01-04,2.5,0,0.9,56.5,7.74
2088-01-05,3.7,0,1.4,61.3,8.46
2088-01-06,1.4,0,3.1,46.8,9.72
2088-01-07,0.8,0,0.9,49.9,8.19
2088-01-08,5.3,0,0.8,59.9,6.93
2088-01-09,9.7,0,0.6,73,7.92
2088-01-10,10.6,0,0.8,79.3,4.23
2088-01-11,11,1.2,1.4,73.6,5.13
2088-01-12,9.8,21.2,2.7,86.7,0.81
2088-01-13,1.1,0.7,5.7,56.6,5.76
2088-01-14,-1.7,0,3.5,51.9,9.18
2088-01-15,2.8,0,1.2,66.3,7.02
2088-01-16,3.1,0,2.6,65.4,7.56
2088-01-17,3.8,0,2,65.7,8.1
2088-01-18,4.9,0,1,64.7,8.01
2088-01-19,4.9,0,0.6,58,8.91
2088-01-20,6.8,0,1,67.4,7.56
2088-01-21,5.9,0,0.6,69.7,6.12
2088-01-22,4,0,1.2,58,8.37
2088-01-23,4.6,0,0.9,57.5,9.81
2088-01-24,8.4,0,0.7,63.3,9.72
2088-01-25,10.7,1.5,1.5,74.9,2.34
2088-01-26,12.2,12.3,1.4,82.1,2.07
2088-01-27,10.2,11.5,1.8,85,2.25
2088-01-28,6.6,0,1,56.7,7.92
2088-01-29,7.2,0.1,1,59.8,6.12
2088-01-30,4.6,0.1,3,56.2,4.68
2088-01-31,3.8,0,1.8,56.6,7.47
2088-02-01,3.1,0.4,1.7,56.5,8.01
2088-02-02,2.1,0,2.3,53.5,8.19
2088-02-03,2.1,0,1.9,60.7,10.08
2088-02-04,6.5,0,1.9,61.8,9.81
